userId,2001: A Space Odyssey,A Beautiful Mind,A Bug's Life,A Clockwork Orange,A Fish Called Wanda,Ace Ventura: Pet Detective,Airplane!,Aladdin,Alien,Aliens,Almost Famous,Amadeus,American Beauty,American History X,American Pie,Amélie,Apocalypse Now,Apollo 13,Armageddon,As Good as It Gets,Austin Powers: International Man of Mystery,Austin Powers: The Spy Who Shagged Me,Babe,Back to the Future,Back to the Future Part II,Back to the Future Part III,Batman,Batman Begins,Batman Forever,Batman Returns,Beauty and the Beast,Beetlejuice,Being John Malkovich,Big,Blade Runner,Braveheart,Casablanca,Casino,Cast Away,Catch Me If You Can,Charlie's Angels,Chicken Run,Clerks,Clueless,Contact,"Crouching Tiger, Hidden Dragon",Dances with Wolves,Dead Poets Society,Die Hard,Die Hard: With a Vengeance,Dogma,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dumb and Dumber,E.T. the Extra-Terrestrial,Edward Scissorhands,Election,Erin Brockovich,Eternal Sunshine of the Spotless Mind,Face/Off,Fargo,Ferris Bueller's Day Off,Fight Club,Finding Nemo,Forrest Gump,Four Weddings and a Funeral,Full Metal Jacket,Ghost,Ghostbusters,Gladiator,GoldenEye,Good Will Hunting,GoodFellas,Grease,Groundhog Day,Harry Potter and the Chamber of Secrets,Harry Potter and the Philosopher's Stone,High Fidelity,Home Alone,"Honey, I Shrunk the Kids",Independence Day,Indiana Jones and the Last Crusade,Indiana Jones and the Temple of Doom,Interview with the Vampire,Jaws,Jerry Maguire,Jumanji,Jurassic Park,Kill Bill: Vol. 1,Kill Bill: Vol. 2,L.A. Confidential,Leon: The Professional,Lethal Weapon,Life of Brian,Lost in Translation,Mars Attacks!,Meet the Parents,Memento,Men in Black,Minority Report,Mission: Impossible,"Monsters, Inc.",Monty Python and the Holy Grail,Mrs. Doubtfire,North by Northwest,"O Brother, Where Art Thou?",Ocean's Eleven,Office Space,One Flew Over the Cuckoo's Nest,Pirates of the Caribbean: The Curse of the Black Pearl,Planet of the Apes,Platoon,Pretty Woman,Psycho,Pulp Fiction,Raiders of the Lost Ark,Rain Man,Raising Arizona,Reservoir Dogs,Return of the Jedi,Saving Private Ryan,Schindler's List,Se7en,Shakespeare in Love,Shrek,Sin City,Sleepless in Seattle,Snatch,"South Park: Bigger, Longer & Uncut",Speed,Spider-Man,Spider-Man 2,Stand by Me,Star Wars,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode II - Attack of the Clones,Stargate,Taxi Driver,Terminator 2: Judgment Day,The Big Lebowski,The Blair Witch Project,The Blues Brothers,The Bourne Identity,The Breakfast Club,The Empire Strikes Back,The Fifth Element,The Fugitive,The Godfather,The Godfather: Part II,The Green Mile,The Hunt for Red October,The Incredibles,The Jungle Book,The Lion King,The Little Mermaid,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Two Towers,The Mask,The Matrix,The Matrix Reloaded,The Mummy,The Princess Bride,The Rock,The Shawshank Redemption,The Shining,The Silence of the Lambs,The Sixth Sense,The Terminator,The Truman Show,The Untouchables,The Usual Suspects,The Wizard of Oz,There's Something About Mary,This Is Spinal Tap,Titanic,Top Gun,Total Recall,Toy Story,Toy Story 2,Trainspotting,True Lies,Twelve Monkeys,Twister,Wayne's World,When Harry Met Sally...,Who Framed Roger Rabbit,Willy Wonka & the Chocolate Factory,X-Men,X2
73,1.5,4.5,3.0,4.5,0.0,2.0,3.5,5.0,5.0,5.0,4.0,3.0,4.5,4.5,3.5,0.0,5.0,3.5,2.0,4.5,3.5,3.0,2.5,5.0,4.0,2.5,4.0,4.0,1.0,3.5,4.5,4.0,4.5,3.5,4.5,4.0,0.0,4.0,3.0,4.0,2.0,2.0,4.5,4.0,3.0,3.5,4.5,3.5,4.5,3.5,3.0,0.0,3.5,4.0,3.5,4.5,0.0,4.5,3.5,4.0,4.5,5.0,4.0,5.0,0.0,4.5,0.0,4.5,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.5,3.5,3.5,5.0,5.0,3.5,4.0,4.0,2.5,4.0,4.5,4.0,4.5,5.0,4.0,4.5,4.5,3.0,4.0,4.5,3.0,3.0,3.0,3.0,3.0,3.5,0.0,4.5,3.5,4.5,4.5,4.0,3.5,5.0,3.0,0.0,5.0,5.0,4.0,4.0,3.5,5.0,4.5,5.0,5.0,4.0,4.0,4.5,0.0,4.5,3.5,3.0,4.0,3.5,3.5,4.5,2.5,3.0,3.0,3.5,3.0,4.0,3.5,3.5,3.0,4.5,5.0,3.5,4.0,5.0,5.0,3.5,0.0,3.0,4.25,5.0,3.5,5.0,5.0,5.0,2.0,4.5,2.0,3.5,5.0,3.0,5.0,4.0,4.5,4.0,4.5,4.5,4.0,5.0,4.0,3.0,2.5,0.5,3.5,3.75,5.0,4.0,5.0,3.0,5.0,1.5,3.5,0.0,3.5,0.0,2.5,3.5
77,3.5,0.0,3.5,4.0,3.5,3.0,0.0,3.5,3.5,4.0,3.0,0.0,3.0,0.0,3.5,0.0,3.5,0.0,2.0,2.5,4.0,4.0,3.5,3.5,4.0,3.5,3.5,4.0,0.0,0.0,3.5,4.0,0.0,3.5,2.0,3.5,0.0,0.0,0.0,0.0,3.0,3.5,4.5,2.5,1.5,0.5,3.0,0.0,3.0,2.5,4.5,4.5,1.0,3.0,3.5,2.5,1.5,0.0,0.0,2.0,4.5,4.0,0.5,3.5,0.0,3.5,2.5,4.0,3.0,3.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,1.5,2.5,3.5,4.0,4.0,2.5,3.5,2.0,0.0,3.0,3.5,3.5,0.0,4.0,3.5,4.0,0.0,0.0,0.0,0.0,3.5,3.0,2.5,4.0,4.5,3.0,0.0,2.5,3.0,4.5,0.0,4.0,3.5,0.0,2.5,0.0,3.5,4.0,2.5,0.0,0.0,4.0,0.0,0.0,4.0,0.0,3.5,4.5,0.0,4.5,4.0,2.5,4.0,4.0,0.0,4.0,1.5,1.0,4.0,4.0,4.0,3.5,1.0,4.5,0.0,3.0,4.5,4.0,2.5,0.0,0.0,4.0,4.0,4.0,0.0,3.0,3.5,3.0,0.0,0.0,3.5,4.0,3.0,0.0,4.5,3.0,4.0,3.0,3.0,4.0,4.5,3.5,0.0,0.0,4.5,2.0,0.0,2.0,0.0,3.5,4.0,3.5,0.0,2.5,4.0,2.0,0.0,0.0,3.5,4.0,4.0,4.0
78,2.0,4.5,0.0,2.5,0.0,0.0,0.0,3.5,3.5,4.5,4.0,0.0,4.5,5.0,5.0,5.0,5.0,3.5,4.5,0.0,3.0,3.5,3.5,4.5,4.5,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.5,0.0,5.0,3.5,4.5,3.5,0.0,4.5,5.0,5.0,4.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,4.5,0.0,2.0,0.0,2.5,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,3.5,3.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.5,4.5,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,1.0,4.0,2.5,0.0,4.0,0.0,1.5,0.0,0.0,5.0,5.0,4.5,0.0,0.0,0.0,5.0,5.0,5.0,4.0,3.5,5.0,5.0,5.0,0.0,5.0,5.0,4.0,4.0,0.0,4.5,0.0,4.5,5.0,0.0,0.0,3.5,0.0,4.5,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,4.5,0.0,4.0,3.5,0.0,5.0,3.5,1.5,0.0,4.0,0.0,4.0,0.0,0.0,4.5,0.0,5.0,4.5,0.0,0.0,4.0,0.0,4.0,0.0
88,4.0,3.0,3.5,0.0,4.0,2.0,3.5,3.0,0.0,0.0,4.5,4.5,4.0,2.5,0.0,5.0,0.0,4.0,3.0,3.5,0.5,0.0,0.0,3.5,2.0,0.0,3.0,2.0,2.0,0.0,3.5,4.0,4.0,4.0,4.5,0.0,0.0,0.0,4.0,0.0,0.0,3.5,4.5,3.0,0.0,3.5,0.0,5.0,0.0,3.0,2.5,0.0,0.5,3.5,4.5,4.0,4.5,4.0,3.0,3.5,0.0,4.0,4.0,4.0,5.0,0.0,0.0,3.5,2.0,0.0,5.0,0.0,2.5,2.5,0.0,3.5,4.5,2.5,3.0,3.5,3.0,2.0,3.0,0.0,3.0,3.5,3.0,4.0,4.0,0.0,0.0,0.0,3.5,4.5,3.0,0.0,3.0,2.5,3.5,3.5,4.0,3.5,2.5,0.0,4.0,4.5,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,3.5,0.0,0.0,0.0,4.0,4.0,4.5,0.0,3.5,3.5,0.0,0.0,3.0,3.0,3.0,4.5,4.0,0.5,1.0,2.5,0.0,0.0,4.0,1.0,0.0,4.0,3.5,3.5,4.0,2.5,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,3.5,3.5,0.0,4.0,0.0,2.5,4.0,3.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.5,2.0,0.0,3.5,0.0,4.0,0.0,3.0,3.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
102,5.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,5.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,4.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,5.0,0.0,4.0,4.0,4.0,2.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,2.0,5.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,0.0,0.0,5.0,0.0,5.0,3.0,4.0,0.0,4.0,5.0,0.0,3.0,5.0,5.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0
105,0.0,2.5,0.0,4.0,3.5,3.0,0.0,0.0,4.0,3.5,0.0,3.5,4.0,4.0,0.0,0.0,3.5,3.0,3.0,4.0,0.0,3.0,0.0,3.0,2.5,0.0,4.0,0.0,3.0,4.0,0.0,4.5,4.0,3.0,4.0,3.5,3.5,5.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,3.5,3.0,1.5,4.0,3.5,0.0,0.0,0.0,0.0,4.0,0.0,3.5,0.0,3.5,4.0,0.0,3.5,3.0,3.0,4.0,4.5,3.5,4.0,4.5,3.5,0.0,4.5,3.0,4.0,3.0,3.0,4.0,3.0,0.0,2.5,3.0,3.5,3.5,4.5,3.5,0.0,3.0,4.0,4.0,5.0,4.0,3.5,3.5,4.0,3.5,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0.0,3.5,3.0,4.0,4.0,3.0,2.75,4.0,3.5,0.0,4.0,4.0,4.0,3.5,4.0,3.0,3.0,0.0,4.0,3.0,0.0,4.5,3.0,4.0,0.0,3.0,2.5,0.0,3.0,3.0,0.0,0.0,3.0,4.0,3.5,4.0,2.5,3.5,4.0,3.0,3.0,3.5,3.5,4.5,4.0,3.0,3.5,0.0,0.0,3.5,0.0,5.0,5.0,5.0,3.5,3.0,3.0,3.5,0.0,3.0,3.0,4.5,4.0,3.5,4.0,3.5,3.0,4.5,0.0,4.0,0.0,3.0,3.0,4.0,0.0,0.0,4.0,3.5,4.0,2.5,2.5,4.0,3.0,0.0,3.0,0.0
111,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.5,0.0,0.0,3.5,0.0,4.0,0.0,3.0,5.0,0.0,4.0,2.5,1.0,4.0,1.5,0.0,4.5,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.5,3.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,4.5,0.0,0.0,0.0,5.0,4.5,5.0,3.5,3.5,0.0,0.0,1.5,4.5,3.5,3.5,4.0,0.0,0.0,3.0,3.0,0.0,3.5,3.0,0.0,0.0,5.0,3.5,3.5,0.0,3.5,0.0,3.5,0.0,0.0,4.0,0.0,0.0,3.5,0.0,3.5,4.0,4.5,4.0,0.0,3.5,0.0,4.0,0.0,0.0,5.0,3.5,4.5,0.0,0.0,0.0,0.0,3.0,0.0,4.5,4.5,3.5,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,3.0,4.5,0.0,3.5,4.0,0.0,0.0,4.0,2.5,0.0,0.0,0.0,4.5,0.0,0.0,4.5,3.5,4.0,4.5,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.5,2.5,4.0,4.5,4.5,2.0,5.0,0.0,0.0,4.5,3.5,4.0,0.0,4.0,0.0,4.5,3.0,0.0,4.0,0.0,3.5,0.0,1.5,4.0,4.0,0.0,3.5,4.0,4.5,3.5,0.0,4.5,3.5,0.0,4.5,0.0,0.0
119,4.0,0.0,3.0,5.0,4.0,0.0,0.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,5.0,0.0,3.0,5.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,1.0,1.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,5.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,4.0,0.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,5.0,3.0,0.0,3.0,5.0,4.0,4.0,1.0,4.0,0.0,4.0,4.0,4.0,3.0,5.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,0.0,3.0,4.0,4.0,2.0,4.0,4.0,0.0,4.0,2.0,3.0,0.0,4.0,3.0,0.0,0.0
125,0.0,0.0,3.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.5,0.0,0.0,4.5,3.0,4.5,0.0,4.0,0.0,5.0,0.5,3.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.5,5.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,5.0,5.0,4.5,0.0,0.0,0.0,5.0,0.0,5.0,4.5,5.0,5.0,5.0,0.0,0.0,0.0,4.5,0.0,0.0,5.0,4.5,0.0,5.0,0.0,0.0,0.0,4.0,0.0,3.0,4.5,0.0,0.0,4.5,0.0,0.0,5.0,0.0,0.0,0.0,4.5,4.0,0.0,5.0,4.0,3.0,4.0,4.0,0.0,4.0,4.0,5.0,0.0,5.0,0.0,0.0,4.5,4.5,3.0,0.0,0.0,3.0,0.0,5.0,4.5,4.5,0.0,4.5,4.0,4.5,0.0,4.5,0.0,5.0,4.5,4.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.5,1.0,0.0,4.0,0.0,5.0,0.0,3.5,0.0,0.0,4.0,0.0,3.5,4.5,4.0,0.0,5.0,4.0,0.0,4.0,0.0,4.5,4.0,3.5,2.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,4.5,5.0,4.5,5.0,4.5,0.0,4.5,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,3.5,4.5,0.0,0.0
128,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,3.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,3.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,3.5,2.0,3.0,3.5,0.0,3.0,4.0,4.5,4.0,2.5,3.5,2.0,0.0,0.0,0.0,4.5,4.0,0.0,0.0,0.0,0.0,3.0,4.0,3.5,2.0,3.5,3.0,0.5,1.0,3.5,3.0,3.0,3.5,4.0,3.0,0.0,0.0,3.5,0.0,0.0,0.0,3.0,0.0,0.0,4.5,4.0,4.0,4.5,2.0,0.0,3.0,3.5,3.0,3.5,0.0,0.0,0.0,0.0,2.0,4.5,4.0,3.0,3.5,0.0,3.5,0.0,4.0,3.5,3.5,3.0,3.5,2.0,4.5,4.0,4.0,3.5,0.0,3.0,1.5,4.0,2.5,0.0,3.5,2.0,0.0,3.0,0.0,0.0,3.5,4.0,3.0,0.5,0.0,2.5,0.0,4.5,4.0,2.5,2.0,3.0,4.5,3.5,3.5,4.5,3.5,4.5,3.0,4.5,2.0,4.0,3.0,0.0,0.0,4.0,3.5,0.0,0.0,4.0,4.0,4.0,0.0,2.5,2.5,0.0,0.0,4.0,0.0,3.0,4.0,3.0,3.5,4.5,3.5,4.0,2.0,0.0,3.5,4.0,0.0,0.0,3.5,4.5,5.0,4.0,4.0,4.0,4.0,0.0,2.5,4.0,3.5,3.5,3.5,5.0,5.0,4.0,2.5,4.5,3.5,0.0,4.5,0.0,3.5,0.0,3.0,0.0,4.0,3.0,4.0,3.5,3.5,0.0,4.5,3.0,3.0,3.5,3.0,4.0,0.0,3.5,0.0,3.0,3.0,3.5,3.5,0.0,4.0,4.0
134,4.0,0.0,3.0,4.0,5.0,2.5,4.5,3.0,4.5,5.0,0.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,4.0,5.0,0.0,4.0,3.5,3.5,4.0,3.0,3.0,0.0,3.0,5.0,4.5,3.5,5.0,3.0,0.0,4.0,0.0,0.0,3.0,3.5,3.0,3.5,3.5,0.0,0.0,3.5,3.5,4.0,4.0,0.0,2.5,4.0,4.5,5.0,0.0,0.0,3.5,4.5,5.0,4.0,3.0,4.0,0.0,2.5,3.5,4.5,3.0,4.0,0.0,0.0,2.5,3.5,0.0,4.0,0.0,2.5,3.0,4.5,5.0,5.0,4.0,4.5,0.0,4.5,5.0,5.0,5.0,0.0,5.0,4.0,5.0,0.0,4.5,3.5,5.0,4.5,4.5,4.5,3.0,5.0,4.0,0.0,5.0,4.5,4.0,4.5,3.0,0.0,0.0,3.0,4.5,4.5,5.0,4.0,4.5,0.0,4.5,0.0,0.0,4.5,0.0,4.0,0.0,3.5,4.0,0.0,3.5,4.5,0.0,4.0,3.5,4.0,4.0,4.5,0.0,5.0,0.0,4.5,4.0,5.0,4.0,4.5,4.5,4.5,0.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,2.0,4.0,4.0,3.5,4.0,0.0,4.0,4.5,5.0,4.5,5.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,3.0,4.5,3.5,3.5,4.5,0.0,4.5,4.5,4.0,3.0,4.5,5.0,4.5,5.0
149,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,3.0,3.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,3.5,0.0,0.0,4.0,4.0,0.0,3.5,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,3.5,0.0,3.0,0.0,3.5,0.0,0.0,3.5,0.0,4.0,0.0,2.0,0.0,3.5,0.0,4.5,0.0,0.0,4.0,0.0,0.0,4.5,0.0,0.0,0.0,3.5,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.5,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.5,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,3.5,0.0,0.0,3.5,0.0,4.5,0.0,3.0,0.0,0.0,3.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,2.5,0.0,0.0,3.5,0.0,3.5,0.0,0.0,5.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,4.0,2.5,3.0,3.0,0.0,4.0,4.0,4.5,3.0,0.0,3.0,1.0,0.0,0.0,3.5,3.5,3.5,4.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.5,4.0,0.0,3.0,3.0,4.0,3.5,2.0,0.0,3.0,3.0,0.0,0.0,2.5,0.0,4.0,0.0,4.5,3.5,0.0,4.5,0.0,0.0,0.0,2.0,4.5,4.0,4.0,0.0,0.0,3.5,1.5,1.5,0.0,2.5,1.0,4.0,4.5,4.0,0.0,0.0,3.5,3.0,3.5,0.0,0.0,3.0,0.0,3.5,0.0,4.5,3.5,4.0,2.0,2.5,0.5,3.5,0.0,0.0,1.5,0.0,0.5,4.0,3.5,0.0,4.0,0.0,0.0,0.0,0.0,4.5,4.0,3.0,0.0,0.0,4.5,4.5,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,3.5,2.5,0.0,4.0,4.5,3.5,3.5,4.0,0.0,3.5,3.0,0.0,0.0,4.5,0.0,4.0,4.0,4.0,3.5,0.0,4.0,4.5,0.0,0.0,3.0,0.0,4.5,4.5,4.5,3.0,5.0,4.5,4.0,0.0,3.5,5.0,0.0,0.0,4.5,3.5,3.0,4.0,4.5,0.0,3.0,0.0,4.5,0.0,3.0,3.0,0.0,0.0,4.0,0.0,4.0,3.5,0.0,2.5,2.0,4.0,3.0
152,4.0,3.0,0.0,3.5,0.0,0.0,0.0,0.0,4.5,4.0,3.0,0.0,4.5,0.0,3.5,4.5,0.0,3.5,0.0,0.0,1.5,2.0,0.0,3.5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5,0.0,3.5,0.0,0.0,3.0,2.0,2.5,0.0,0.0,0.0,4.0,0.0,4.5,0.0,4.5,0.0,3.0,3.5,3.0,2.5,0.0,4.0,1.5,2.0,0.0,0.0,4.0,4.0,4.0,2.5,2.5,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,3.5,4.5,2.5,0.0,5.0,3.0,0.0,3.0,3.0,0.0,3.5,2.0,0.0,4.5,3.5,3.5,0.0,3.5,4.0,5.0,0.0,5.0,3.5,3.0,4.0,0.0,3.0,0.0,3.5,2.0,3.5,0.0,4.0,4.0,0.0,4.0,3.5,0.0,4.0,0.0,0.0,3.75,0.0,4.0,3.5,4.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,4.5,0.0,0.0,2.5,4.0,0.0,4.5,2.5,3.5,3.5,0.0,5.0,0.0,4.0,0.0,1.5,0.0,0.0,3.5,0.0,2.0,3.5,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0
